EXIST2021	006978	non-sexist
EXIST2021	006979	non-sexist
EXIST2021	006980	ideological-inequality
EXIST2021	006981	ideological-inequality
EXIST2021	006982	non-sexist
EXIST2021	006983	non-sexist
EXIST2021	006984	non-sexist
EXIST2021	006985	ideological-inequality
EXIST2021	006986	non-sexist
EXIST2021	006987	non-sexist
EXIST2021	006988	ideological-inequality
EXIST2021	006989	non-sexist
EXIST2021	006990	non-sexist
EXIST2021	006991	ideological-inequality
EXIST2021	006992	non-sexist
EXIST2021	006993	objectification
EXIST2021	006994	non-sexist
EXIST2021	006995	sexual-violence
EXIST2021	006996	ideological-inequality
EXIST2021	006997	misogyny-non-sexual-violence
EXIST2021	006998	ideological-inequality
EXIST2021	006999	non-sexist
EXIST2021	007000	ideological-inequality
EXIST2021	007001	non-sexist
EXIST2021	007002	non-sexist
EXIST2021	007003	stereotyping-dominance
EXIST2021	007004	non-sexist
EXIST2021	007005	non-sexist
EXIST2021	007006	sexual-violence
EXIST2021	007007	non-sexist
EXIST2021	007008	non-sexist
EXIST2021	007009	non-sexist
EXIST2021	007010	non-sexist
EXIST2021	007011	non-sexist
EXIST2021	007012	misogyny-non-sexual-violence
EXIST2021	007013	stereotyping-dominance
EXIST2021	007014	non-sexist
EXIST2021	007015	non-sexist
EXIST2021	007016	sexual-violence
EXIST2021	007017	ideological-inequality
EXIST2021	007018	non-sexist
EXIST2021	007019	non-sexist
EXIST2021	007020	non-sexist
EXIST2021	007021	ideological-inequality
EXIST2021	007022	non-sexist
EXIST2021	007023	non-sexist
EXIST2021	007024	non-sexist
EXIST2021	007025	non-sexist
EXIST2021	007026	non-sexist
EXIST2021	007027	non-sexist
EXIST2021	007028	non-sexist
EXIST2021	007029	non-sexist
EXIST2021	007030	sexual-violence
EXIST2021	007031	sexual-violence
EXIST2021	007032	non-sexist
EXIST2021	007033	stereotyping-dominance
EXIST2021	007034	sexual-violence
EXIST2021	007035	non-sexist
EXIST2021	007036	stereotyping-dominance
EXIST2021	007037	ideological-inequality
EXIST2021	007038	non-sexist
EXIST2021	007039	non-sexist
EXIST2021	007040	non-sexist
EXIST2021	007041	misogyny-non-sexual-violence
EXIST2021	007042	misogyny-non-sexual-violence
EXIST2021	007043	ideological-inequality
EXIST2021	007044	non-sexist
EXIST2021	007045	non-sexist
EXIST2021	007046	non-sexist
EXIST2021	007047	sexual-violence
EXIST2021	007048	non-sexist
EXIST2021	007049	non-sexist
EXIST2021	007050	non-sexist
EXIST2021	007051	objectification
EXIST2021	007052	non-sexist
EXIST2021	007053	non-sexist
EXIST2021	007054	non-sexist
EXIST2021	007055	sexual-violence
EXIST2021	007056	non-sexist
EXIST2021	007057	non-sexist
EXIST2021	007058	non-sexist
EXIST2021	007059	non-sexist
EXIST2021	007060	sexual-violence
EXIST2021	007061	non-sexist
EXIST2021	007062	non-sexist
EXIST2021	007063	non-sexist
EXIST2021	007064	non-sexist
EXIST2021	007065	non-sexist
EXIST2021	007066	ideological-inequality
EXIST2021	007067	non-sexist
EXIST2021	007068	sexual-violence
EXIST2021	007069	sexual-violence
EXIST2021	007070	ideological-inequality
EXIST2021	007071	non-sexist
EXIST2021	007072	non-sexist
EXIST2021	007073	non-sexist
EXIST2021	007074	objectification
EXIST2021	007075	non-sexist
EXIST2021	007076	non-sexist
EXIST2021	007077	non-sexist
EXIST2021	007078	objectification
EXIST2021	007079	ideological-inequality
EXIST2021	007080	non-sexist
EXIST2021	007081	non-sexist
EXIST2021	007082	non-sexist
EXIST2021	007083	non-sexist
EXIST2021	007084	objectification
EXIST2021	007085	non-sexist
EXIST2021	007086	non-sexist
EXIST2021	007087	non-sexist
EXIST2021	007088	non-sexist
EXIST2021	007089	non-sexist
EXIST2021	007090	non-sexist
EXIST2021	007091	ideological-inequality
EXIST2021	007092	non-sexist
EXIST2021	007093	ideological-inequality
EXIST2021	007094	non-sexist
EXIST2021	007095	stereotyping-dominance
EXIST2021	007096	non-sexist
EXIST2021	007097	sexual-violence
EXIST2021	007098	non-sexist
EXIST2021	007099	stereotyping-dominance
EXIST2021	007100	sexual-violence
EXIST2021	007101	non-sexist
